,archivo,tiempo_ejecucion,duracion_plan,solucion,calificaciones_subtemas
0,f_1_0.csv,0.329277,351.0,"[2, 5, 6, 10, 11, 13, 15, 17, 19, 20, 22, 32, 24, 25, 26, 27, 28, 35, 36, 37, 40, 42, 44, 47, 49, 50, 52, 53, 55, 64, 66, 56, 58, 60, 69, 70, 71, 72, 73, 77, 80, 81, 82, 84, 86]","{1: 60.0, 2: 64.0, 3: 64.0, 4: 60.0, 5: 65.0, 6: 61.0, 7: 60.0, 8: 62.0}"
1,f_1_1.csv,0.190115,396.0,"[8, 10, 14, 15, 17, 18, 19, 25, 26, 27, 30, 39, 52, 56, 57, 60, 63, 67, 70, 74, 76, 78, 79, 81, 1, 2, 11, 4, 13, 32, 29, 31, 34, 35, 36, 38, 40, 41, 45, 47, 48, 51, 53, 55, 65, 66, 69, 71, 88, 83, 84, 87]","{1: 61.0, 2: 61.0, 3: 69.0, 4: 68.0, 5: 67.0, 6: 61.0, 7: 68.0, 8: 64.0}"
2,f_1_2.csv,0.118797,427.0,"[60, 7, 14, 23, 15, 16, 17, 19, 22, 71, 81, 31, 32, 33, 35, 37, 39, 40, 42, 45, 46, 48, 53, 57, 58, 62, 63, 64, 25, 84, 69, 66, 83, 72, 76, 78, 79, 82, 1, 49, 2, 3, 4, 8, 9, 24, 30, 41, 52, 54, 55, 75, 67, 70]","{1: 71.0, 2: 73.0, 3: 63.0, 4: 63.0, 5: 76.0, 6: 65.0, 7: 67.0, 8: 63.0}"
3,f_2_0.csv,0.341213,365.0,"[2, 3, 4, 7, 10, 11, 15, 16, 17, 18, 19, 20, 23, 24, 27, 28, 30, 31, 34, 35, 36, 37, 38, 40, 41, 45, 48, 49, 50, 53, 54, 55, 64, 65, 56, 57, 58, 62, 67, 70, 72, 73, 74, 76, 78, 79, 81, 83, 86, 87]","{1: 60.0, 2: 62.0, 3: 64.0, 4: 63.0, 5: 63.0, 6: 67.0, 7: 60.0, 8: 70.0}"
4,f_2_1.csv,0.242084,349.0,"[6, 18, 27, 29, 36, 43, 49, 52, 53, 55, 57, 58, 59, 64, 65, 78, 82, 86, 87, 1, 2, 5, 7, 9, 13, 14, 15, 16, 19, 21, 32, 24, 28, 35, 37, 40, 41, 44, 50, 45, 46, 56, 62, 70, 71, 72, 73, 74, 77, 81, 85]","{1: 60.0, 2: 63.0, 3: 60.0, 4: 63.0, 5: 63.0, 6: 63.0, 7: 60.0, 8: 68.0}"
5,f_2_2.csv,0.164143,410.0,"[2, 52, 3, 4, 8, 9, 19, 20, 23, 28, 30, 34, 1, 39, 40, 85, 43, 62, 48, 56, 61, 68, 54, 10, 70, 36, 76, 79, 67, 83, 87, 18, 88, 17, 13, 14, 32, 33, 27, 26, 29, 49, 69, 53, 45, 65, 63, 75, 71, 86]","{1: 79.0, 2: 65.0, 3: 78.0, 4: 61.0, 5: 60.0, 6: 61.0, 7: 66.0, 8: 60.0}"
6,f_3_0.csv,0.456535,371.0,"[3, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 19, 22, 33, 24, 25, 29, 30, 31, 34, 35, 38, 39, 42, 43, 45, 46, 47, 50, 53, 54, 55, 65, 56, 57, 60, 61, 63, 72, 73, 74, 76, 77, 81, 83, 84, 85, 86, 88]","{1: 68.0, 2: 65.0, 3: 60.0, 4: 67.0, 5: 67.0, 6: 62.0, 7: 61.0, 8: 62.0}"
7,f_3_1.csv,0.154419,382.0,"[3, 11, 13, 15, 24, 30, 34, 35, 38, 39, 40, 42, 43, 48, 49, 50, 52, 54, 55, 56, 58, 59, 66, 67, 71, 75, 76, 84, 85, 86, 8, 1, 10, 9, 21, 20, 12, 14, 33, 23, 25, 28, 29, 57, 62, 77, 69, 68, 81, 82, 83, 78]","{1: 62.0, 2: 70.0, 3: 68.0, 4: 63.0, 5: 62.0, 6: 63.0, 7: 65.0, 8: 66.0}"
8,f_3_2.csv,0.143921,384.0,"[85, 4, 40, 8, 13, 15, 36, 17, 16, 18, 3, 39, 19, 20, 21, 24, 31, 25, 57, 27, 29, 30, 37, 42, 46, 78, 55, 61, 72, 6, 76, 79, 80, 87, 88, 10, 11, 7, 44, 38, 49, 50, 45, 47, 56, 65, 64, 60, 67, 68, 69, 70, 73]","{1: 63.0, 2: 75.0, 3: 60.0, 4: 66.0, 5: 60.0, 6: 64.0, 7: 63.0, 8: 66.0}"
9,f_4_0.csv,0.48968,332.0,"[2, 3, 5, 6, 7, 9, 12, 13, 15, 16, 17, 19, 21, 33, 25, 26, 27, 29, 30, 31, 34, 37, 38, 40, 41, 43, 45, 46, 48, 50, 52, 55, 65, 56, 58, 61, 62, 63, 67, 68, 70, 71, 74, 75, 82, 83, 84, 85, 86, 87]","{1: 61.0, 2: 63.0, 3: 63.0, 4: 62.0, 5: 67.0, 6: 62.0, 7: 64.0, 8: 60.0}"
10,f_4_1.csv,0.203962,437.0,"[5, 8, 12, 18, 21, 23, 24, 25, 26, 28, 29, 31, 33, 37, 40, 47, 49, 51, 53, 54, 57, 58, 61, 62, 67, 68, 71, 74, 76, 79, 80, 82, 88, 1, 2, 4, 7, 9, 14, 20, 22, 15, 34, 35, 38, 39, 43, 52, 56, 66, 64, 83, 87]","{1: 68.0, 2: 67.0, 3: 84.0, 4: 67.0, 5: 61.0, 6: 68.0, 7: 62.0, 8: 60.0}"
11,f_4_2.csv,0.173244,424.0,"[60, 51, 6, 35, 40, 17, 71, 18, 22, 24, 67, 15, 76, 27, 29, 31, 32, 33, 34, 37, 38, 9, 45, 70, 53, 84, 68, 74, 87, 88, 8, 63, 4, 5, 7, 16, 13, 26, 39, 49, 55, 64, 65, 66, 56, 82, 79]","{1: 68.0, 2: 62.0, 3: 70.0, 4: 65.0, 5: 63.0, 6: 63.0, 7: 68.0, 8: 61.0}"
12,f_5_0.csv,0.619495,329.0,"[3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 17, 18, 20, 32, 23, 24, 25, 26, 27, 29, 34, 38, 39, 40, 41, 45, 47, 48, 50, 53, 54, 66, 56, 57, 58, 61, 62, 67, 68, 70, 71, 75, 76, 79, 80, 81, 83, 86, 87, 88]","{1: 63.0, 2: 60.0, 3: 68.0, 4: 67.0, 5: 60.0, 6: 64.0, 7: 64.0, 8: 68.0}"
13,f_5_1.csv,0.308603,386.0,"[7, 16, 22, 25, 27, 33, 34, 35, 40, 46, 47, 53, 58, 62, 64, 66, 67, 68, 70, 74, 76, 78, 79, 82, 86, 87, 1, 4, 5, 6, 9, 10, 19, 20, 21, 14, 32, 31, 41, 43, 37, 38, 51, 55, 56, 57, 60, 75, 84]","{1: 63.0, 2: 60.0, 3: 60.0, 4: 66.0, 5: 61.0, 6: 63.0, 7: 64.0, 8: 62.0}"
14,f_5_2.csv,0.210677,369.0,"[2, 16, 4, 5, 7, 8, 15, 61, 18, 47, 22, 23, 66, 30, 86, 87, 34, 35, 51, 54, 63, 65, 69, 71, 72, 32, 74, 36, 70, 75, 81, 82, 84, 88, 10, 19, 13, 33, 26, 28, 31, 40, 42, 43, 48, 50, 52, 59, 60]","{1: 63.0, 2: 65.0, 3: 68.0, 4: 61.0, 5: 62.0, 6: 60.0, 7: 61.0, 8: 61.0}"
15,i_1_0.csv,0.42738,342.0,"[2, 4, 5, 6, 8, 9, 12, 14, 18, 20, 21, 22, 24, 25, 26, 28, 30, 31, 34, 35, 37, 40, 42, 44, 45, 48, 49, 50, 51, 52, 55, 64, 65, 66, 58, 60, 63, 67, 68, 69, 70, 71, 72, 78, 79, 80, 81, 82, 85, 88]","{1: 62.0, 2: 60.0, 3: 64.0, 4: 60.0, 5: 63.0, 6: 65.0, 7: 64.0, 8: 67.0}"
16,i_1_1.csv,0.484928,365.0,"[67, 57, 1, 3, 79, 5, 10, 49, 6, 7, 78, 11, 14, 33, 15, 17, 18, 19, 20, 22, 40, 23, 24, 25, 27, 29, 31, 58, 34, 36, 39, 41, 28, 42, 46, 66, 47, 48, 51, 53, 54, 65, 59, 60, 13, 61, 68, 69, 70, 73, 76, 77, 80, 84, 82, 83, 88]","{1: 63.0, 2: 76.0, 3: 72.0, 4: 60.0, 5: 63.0, 6: 70.0, 7: 65.0, 8: 64.0}"
17,i_1_2.csv,0.556321,419.0,"[19, 3, 87, 6, 8, 9, 10, 11, 38, 13, 15, 18, 20, 21, 49, 22, 33, 23, 24, 26, 85, 28, 29, 30, 34, 36, 37, 39, 43, 44, 52, 47, 46, 48, 51, 69, 54, 64, 66, 72, 56, 58, 59, 61, 63, 67, 68, 71, 84, 73, 75, 77, 83, 78, 79, 86]","{1: 64.0, 2: 63.0, 3: 63.0, 4: 68.0, 5: 63.0, 6: 70.0, 7: 77.0, 8: 74.0}"
18,i_2_0.csv,0.412772,336.0,"[2, 3, 7, 8, 9, 10, 12, 18, 19, 20, 21, 22, 32, 33, 23, 26, 28, 31, 34, 36, 37, 39, 40, 43, 46, 47, 49, 50, 53, 54, 65, 57, 58, 59, 60, 61, 67, 69, 70, 73, 75, 77, 82, 83, 84, 85, 87, 88]","{1: 60.0, 2: 62.0, 3: 62.0, 4: 67.0, 5: 60.0, 6: 61.0, 7: 63.0, 8: 66.0}"
19,i_2_1.csv,0.623398,387.0,"[2, 4, 5, 6, 8, 9, 11, 12, 16, 17, 18, 20, 1, 85, 21, 33, 23, 43, 26, 28, 29, 31, 35, 7, 37, 38, 39, 41, 45, 46, 48, 49, 50, 52, 64, 65, 66, 56, 58, 61, 63, 67, 72, 73, 74, 75, 77, 78, 79, 80, 81, 84, 87]","{1: 86.0, 2: 62.0, 3: 67.0, 4: 69.0, 5: 60.0, 6: 63.0, 7: 63.0, 8: 63.0}"
20,i_2_2.csv,0.623452,396.0,"[6, 1, 30, 3, 4, 5, 61, 59, 9, 24, 10, 13, 23, 37, 16, 18, 48, 19, 20, 21, 32, 25, 26, 27, 31, 35, 36, 43, 39, 40, 41, 42, 45, 47, 52, 53, 72, 54, 51, 71, 70, 66, 64, 65, 60, 62, 63, 67, 81, 69, 76, 77, 80, 82, 84, 85, 87]","{1: 65.0, 2: 67.0, 3: 78.0, 4: 82.0, 5: 69.0, 6: 72.0, 7: 70.0, 8: 60.0}"
21,i_3_0.csv,0.436594,335.0,"[1, 2, 3, 5, 6, 9, 11, 12, 13, 14, 16, 19, 20, 21, 32, 23, 24, 25, 27, 29, 30, 34, 36, 39, 40, 43, 44, 45, 46, 48, 50, 52, 54, 66, 57, 60, 62, 63, 67, 70, 71, 72, 76, 77, 78, 79, 80, 85, 86, 87]","{1: 63.0, 2: 68.0, 3: 70.0, 4: 60.0, 5: 60.0, 6: 63.0, 7: 61.0, 8: 62.0}"
22,i_3_1.csv,0.525997,445.0,"[1, 77, 3, 4, 5, 7, 10, 28, 14, 76, 15, 17, 18, 38, 20, 22, 33, 24, 72, 25, 27, 29, 31, 37, 39, 81, 40, 43, 44, 46, 48, 49, 50, 51, 73, 52, 53, 54, 62, 64, 65, 59, 60, 61, 63, 67, 68, 19, 69, 70, 75, 78, 79, 83, 85, 86, 88]","{1: 61.0, 2: 80.0, 3: 68.0, 4: 64.0, 5: 78.0, 6: 71.0, 7: 87.0, 8: 73.0}"
23,i_3_2.csv,0.441424,397.0,"[2, 4, 77, 32, 5, 62, 7, 8, 9, 11, 45, 35, 21, 12, 36, 13, 14, 15, 16, 17, 20, 29, 48, 6, 33, 23, 24, 28, 30, 34, 40, 42, 43, 49, 50, 51, 54, 55, 64, 65, 66, 60, 79, 61, 63, 67, 69, 71, 74, 76, 78, 80, 81, 82, 85]","{1: 80.0, 2: 76.0, 3: 74.0, 4: 64.0, 5: 72.0, 6: 70.0, 7: 68.0, 8: 72.0}"
24,i_4_0.csv,0.606677,349.0,"[1, 3, 4, 7, 8, 9, 12, 13, 16, 17, 18, 20, 23, 24, 26, 27, 28, 30, 34, 36, 38, 39, 40, 42, 43, 45, 48, 49, 50, 51, 53, 55, 64, 65, 66, 57, 61, 62, 68, 69, 70, 71, 76, 77, 78, 80, 81, 82, 84, 85, 86]","{1: 60.0, 2: 60.0, 3: 62.0, 4: 63.0, 5: 68.0, 6: 60.0, 7: 64.0, 8: 70.0}"
25,i_4_1.csv,0.766476,396.0,"[1, 2, 3, 66, 6, 8, 40, 10, 12, 15, 16, 17, 18, 41, 19, 32, 23, 27, 28, 29, 70, 37, 39, 42, 43, 45, 50, 51, 52, 53, 65, 62, 56, 57, 59, 60, 63, 67, 72, 73, 25, 74, 76, 77, 78, 82, 83, 84, 87, 88]","{1: 64.0, 2: 60.0, 3: 74.0, 4: 66.0, 5: 61.0, 6: 74.0, 7: 69.0, 8: 65.0}"
26,i_4_2.csv,0.606693,393.0,"[1, 4, 6, 7, 8, 36, 9, 10, 13, 14, 16, 17, 19, 20, 32, 22, 23, 25, 26, 27, 30, 31, 64, 50, 5, 53, 34, 40, 41, 43, 46, 47, 51, 81, 52, 54, 56, 87, 57, 58, 60, 61, 67, 70, 83, 71, 72, 63, 73, 76, 77, 79, 80, 86]","{1: 73.0, 2: 72.0, 3: 63.0, 4: 60.0, 5: 80.0, 6: 74.0, 7: 66.0, 8: 71.0}"
27,i_5_0.csv,0.329547,371.0,"[3, 5, 6, 8, 10, 11, 14, 15, 17, 19, 21, 22, 32, 33, 24, 25, 28, 31, 34, 35, 37, 39, 40, 42, 45, 46, 47, 51, 53, 54, 64, 65, 66, 56, 57, 58, 68, 69, 70, 72, 73, 74, 77, 79, 80, 83, 84, 87, 88]","{1: 64.0, 2: 63.0, 3: 64.0, 4: 63.0, 5: 65.0, 6: 63.0, 7: 65.0, 8: 61.0}"
28,i_5_1.csv,0.424917,371.0,"[1, 2, 39, 71, 3, 5, 8, 9, 18, 12, 14, 63, 15, 55, 16, 21, 32, 22, 23, 26, 27, 28, 31, 36, 37, 38, 40, 42, 43, 45, 46, 48, 49, 50, 52, 64, 66, 75, 57, 58, 59, 61, 69, 70, 74, 19, 76, 78, 81, 82, 83, 85, 86, 87]","{1: 63.0, 2: 74.0, 3: 61.0, 4: 68.0, 5: 63.0, 6: 75.0, 7: 60.0, 8: 63.0}"
29,i_5_2.csv,0.468569,395.0,"[1, 3, 21, 4, 71, 5, 36, 6, 9, 27, 10, 61, 14, 16, 15, 17, 20, 22, 24, 32, 33, 46, 26, 54, 29, 31, 34, 35, 38, 41, 44, 45, 49, 51, 53, 65, 56, 57, 59, 60, 62, 68, 79, 72, 73, 74, 66, 76, 77, 78, 80, 85, 83, 86, 88]","{1: 70.0, 2: 75.0, 3: 63.0, 4: 64.0, 5: 68.0, 6: 76.0, 7: 63.0, 8: 79.0}"
